TIME,VALUE
02/01/2013,0.05
02/02/2013,0.076
02/03/2013,0.074
02/04/2013,0.06
02/05/2013,0.092
02/06/2013,0.085
02/07/2013,0.028
02/08/2013,0.074
02/09/2013,0.152
02/10/2013,0.083
02/11/2013,0.032
02/12/2013,0.078
02/13/2013,0.17
02/14/2013,0.041
02/15/2013,0.041
02/16/2013,0.051
02/17/2013,0.047
02/18/2013,0.034
02/19/2013,0.044
02/20/2013,0.081
02/21/2013,0.06
02/22/2013,0.066
02/23/2013,0.13
02/24/2013,0.077
02/25/2013,0.056
02/26/2013,0.077
02/27/2013,0.073
02/28/2013,0.026
03/01/2013,0.01
03/02/2013,0.03
03/03/2013,0.097
03/04/2013,0.035
03/05/2013,0.1
03/06/2013,0.051
03/07/2013,0.097
03/08/2013,0.033
03/09/2013,0.045
03/10/2013,0.037
03/11/2013,0.09
03/12/2013,0.04
03/13/2013,0.051
03/14/2013,0.061
03/15/2013,0.067
03/16/2013,0.043
03/17/2013,0.037
03/18/2013,0.037
03/19/2013,0.055
03/20/2013,0.028
03/21/2013,0.048
03/22/2013,0.025
03/23/2013,0.061
03/24/2013,0.056
03/25/2013,0.055
03/26/2013,0.061
03/27/2013,0.048
03/28/2013,0.033
03/29/2013,0.075
03/30/2013,0.02
03/31/2013,0.034
04/01/2013,0.054
04/02/2013,0.043
04/03/2013,0.039
04/04/2013,0.024
04/05/2013,0.031
04/06/2013,0.017
04/07/2013,0.021
04/08/2013,0.025
04/09/2013,0.023
04/10/2013,0.021
04/11/2013,0.017
04/12/2013,0.069
04/13/2013,0.058
04/14/2013,0.02
04/15/2013,0.024
04/16/2013,0.034
04/17/2013,0.021
04/18/2013,0.023
04/19/2013,0.013
04/20/2013,0.011
04/21/2013,0.04
04/22/2013,0.063
04/23/2013,0.045
04/24/2013,0.034
04/25/2013,0.011
04/26/2013,0.059
04/27/2013,0.022
04/28/2013,0.021
04/29/2013,0.022
05/01/2013,0.021
05/02/2013,0.035
05/03/2013,0.042
05/04/2013,0.044
05/05/2013,0.054
05/06/2013,0.045
05/07/2013,0.064
05/08/2013,0.031
05/09/2013,0.01
05/10/2013,0.019
05/11/2013,0.037
05/12/2013,0.031
05/14/2013,0.017
05/15/2013,0.011
05/16/2013,0.046
05/17/2013,0.027
05/18/2013,0.02
05/19/2013,0.014
05/20/2013,0.028
05/21/2013,0.044
05/22/2013,0.017
05/23/2013,0
05/24/2013,0.024
05/25/2013,0.017
05/26/2013,0.006
05/28/2013,0.012
05/29/2013,0.009
05/30/2013,0.041
05/31/2013,0.046
06/01/2013,0.027
06/02/2013,0.014
06/03/2013,0.037
06/04/2013,0.013
06/05/2013,0.012
06/06/2013,0.006
06/07/2013,0.004
06/08/2013,0.004
06/09/2013,0.007
06/10/2013,0.008
06/11/2013,0.02
06/12/2013,0.011
06/13/2013,0.014
06/14/2013,0.032
06/15/2013,0.015
06/16/2013,0.004
06/17/2013,0.001
06/18/2013,0.022
06/19/2013,0.01
06/20/2013,0.008
06/21/2013,0.003
06/22/2013,0.003
06/23/2013,0.027
06/24/2013,0.013
06/25/2013,0.003
06/26/2013,0.009
06/27/2013,0.019
06/28/2013,0.007
06/29/2013,0.009
06/30/2013,0.015
07/01/2013,0.018
07/02/2013,0.009
07/03/2013,0.011
07/04/2013,0.026
07/05/2013,0.03
07/06/2013,0.014
07/07/2013,0
07/08/2013,0.003
07/09/2013,0.005
07/10/2013,0.013
07/11/2013,0.009
07/13/2013,0.005
07/14/2013,0
07/15/2013,0.001
07/16/2013,0.001
07/17/2013,0.012
07/18/2013,0.011
07/19/2013,0.013
07/20/2013,0.011
07/21/2013,0
07/22/2013,0.006
07/23/2013,0.011
07/25/2013,0.024
07/26/2013,0.007
07/27/2013,0.007
07/28/2013,0.01
07/29/2013,0.014
07/30/2013,0.009
07/31/2013,0.014
08/01/2013,0.016
08/02/2013,0.008
08/03/2013,0.011
08/04/2013,0.008
08/05/2013,0.011
08/06/2013,0.008
08/07/2013,0.011
08/08/2013,0.018
08/09/2013,0.018
08/10/2013,0.025
08/11/2013,0.012
08/12/2013,0.012
08/15/2013,0.026
08/16/2013,0.011
08/19/2013,0.052
08/20/2013,0.023
09/03/2013,0.05
09/04/2013,0.016
09/05/2013,0.027
09/09/2013,0.041
09/11/2013,0.029
09/12/2013,0.083
09/13/2013,0.031
09/14/2013,0.022
09/15/2013,0.041
09/16/2013,0.04
09/17/2013,0.031
09/18/2013,0.026
09/19/2013,0.035
09/20/2013,0.018
09/21/2013,0.029
09/22/2013,0.03
09/23/2013,0.014
09/27/2013,0.063
09/28/2013,0.046
09/29/2013,0.043
09/30/2013,0.036
10/01/2013,0.031
10/02/2013,0.037
10/03/2013,0.036
10/04/2013,0.064
10/05/2013,0.064
10/06/2013,0.026
10/07/2013,0.03
10/08/2013,0.033
10/09/2013,0.1
10/10/2013,0.029
10/11/2013,0.024
10/12/2013,0.041
10/13/2013,0.019
10/14/2013,0.03
10/15/2013,0.042
10/16/2013,0.046
10/18/2013,0.066
10/21/2013,0.055
10/22/2013,0.057
10/23/2013,0.032
10/24/2013,0.011
10/25/2013,0.015
10/26/2013,0.037
10/27/2013,0.102
10/28/2013,0.066
10/29/2013,0.039
10/30/2013,0.032
10/31/2013,0.081
11/01/2013,0.053
11/02/2013,0.052
11/03/2013,0.02
11/04/2013,0.038
11/05/2013,0.082
11/06/2013,0.05
11/07/2013,0.033
11/08/2013,0.144
11/09/2013,0.084
11/10/2013,0.039
11/11/2013,0.066
11/14/2013,0.081
11/15/2013,0.103
11/16/2013,0.051
11/17/2013,0.051
11/18/2013,0.041
11/19/2013,0.054
11/20/2013,0.13
11/21/2013,0.16
11/22/2013,0.168
11/23/2013,0.122
11/24/2013,0.09
11/25/2013,0.043
11/26/2013,0.043
11/27/2013,0.033
11/28/2013,0.051
11/29/2013,0.124
11/30/2013,0.097
12/01/2013,0.098
12/02/2013,0.16
12/03/2013,0.133
12/04/2013,0.157
12/07/2013,0.142
12/09/2013,0.056
12/10/2013,0.088
12/11/2013,0.078
12/12/2013,0.067
12/13/2013,0.093
12/14/2013,0.123
12/15/2013,0.146
12/16/2013,0.155
12/18/2013,0.085
12/19/2013,0.104
12/20/2013,0.127
12/21/2013,0.11
12/22/2013,0.138
12/23/2013,0.18
12/24/2013,0.116
12/26/2013,0.062
12/27/2013,0.1
12/28/2013,0.078
12/29/2013,0.128
12/30/2013,0.134
12/31/2013,0.104
01/01/2014,0.111
01/02/2014,0.155
01/03/2014,0.117
01/04/2014,0.132
01/05/2014,0.12
01/06/2014,0.111
01/07/2014,0.117
01/08/2014,0.071
01/09/2014,0.089
01/10/2014,0.157
01/11/2014,0.138
01/13/2014,0.134
01/14/2014,0.137
01/15/2014,0.129
01/16/2014,0.118
01/17/2014,0.119
01/18/2014,0.152
01/19/2014,0.153
01/20/2014,0.052
01/21/2014,0.073
01/22/2014,0.136
01/23/2014,0.131
01/24/2014,0.156
01/25/2014,0.128
01/26/2014,0.078
01/27/2014,0.121
01/28/2014,0.081
01/29/2014,0.117
01/30/2014,0.099
01/31/2014,0.138
02/02/2014,0.057
02/03/2014,0.037
02/04/2014,0.062
02/05/2014,0.094
02/06/2014,0.081
02/07/2014,0.063
02/08/2014,0.084
02/09/2014,0.05
02/10/2014,0.099
02/11/2014,0.092
02/12/2014,0.147
02/13/2014,0.082
02/18/2014,0.063
02/19/2014,0.084
02/20/2014,0.08
02/21/2014,0.14
02/22/2014,0.105
02/23/2014,0.044
02/26/2014,0.097
02/28/2014,0.052
03/01/2014,0.065
03/02/2014,0.099
03/04/2014,0.059
03/05/2014,0.058
03/06/2014,0.039
03/07/2014,0.068
03/08/2014,0.085
03/09/2014,0.058
03/10/2014,0.083
03/11/2014,0.072
03/12/2014,0.064
03/13/2014,0.062
03/14/2014,0.023
03/15/2014,0.071
03/16/2014,0.058
03/17/2014,0.013
03/18/2014,0.012
03/19/2014,0.043
03/20/2014,0.01
03/21/2014,0.035
03/22/2014,0.035
03/23/2014,0.054
03/24/2014,0.064
03/25/2014,0.063
03/26/2014,0.051
03/27/2014,0.042
03/28/2014,0.023
03/29/2014,0.025
03/30/2014,0.026
03/31/2014,0.031
04/01/2014,0.037
04/02/2014,0.033
04/03/2014,0.008
04/04/2014,0.023
04/05/2014,0.01
04/05/2014,0.01
04/06/2014,0.028
04/06/2014,0.028
04/07/2014,0.032
04/07/2014,0.032
04/08/2014,0.046
04/10/2014,0.01
04/11/2014,0.026
04/12/2014,0.019
04/13/2014,0.021
04/14/2014,0.022
04/15/2014,0.013
04/16/2014,0.042
04/17/2014,0.038
04/18/2014,0.034
04/19/2014,0.024
04/21/2014,0.033
04/22/2014,0.029
04/22/2014,0.029
04/23/2014,0.023
04/24/2014,0.035
04/24/2014,0.035
04/25/2014,0.032
04/26/2014,0.015
04/27/2014,0.024
04/28/2014,0.025
04/29/2014,0.027
04/30/2014,0.034
05/01/2014,0.034
05/02/2014,0.007
05/03/2014,0.011
05/04/2014,0.005
05/06/2014,0.035
05/08/2014,0.021
